,название,полное название,издательство,год основания,рецензируемый,выпусков в год,импакт-фактор jcr,статей в выпуске,импакт-фактор ринц 2018,сокращение,страна,город,регион,issn печатной версии,подписной индекс,тираж,вариант представления,www-адрес,isi,всего статей,в настоящее время,scopus,всего выпусков,доступный архив,ринц,полных текстов,реферативный,перечень вак,цитирований,мультидисциплинарный,rsci,esci,doaj,crossref,ядро ринц,web of science,префикс doi,базы данных
1208,Adaptation,adaptation,oxford university press,-,-,-,нет,-,нет,-,великобритания,-,-,1755-0637,-,-,-,-,да,1,выходит,да,1,2020 - 2020,нет,0,нет,-,210,нет,нет,-,нет,-,-,-,-,-
1209,"Adaptation, Learning, and Optimization","adaptation, learning, and optimization",springer science + business media,-,-,-,нет,-,нет,-,сша,-,-,1867-4534,-,-,-,-,нет,6,выходит,да,5,2012 - 2021,нет,0,нет,-,24,нет,нет,-,нет,-,-,-,-,-
1210,Adapted Physical Activity Quarterly,adapted physical activity quarterly,"human kinetics publishers, inc.",-,-,-,есть,-,нет,-,сша,-,-,0736-5829,-,-,-,-,да,13,выходит,да,11,2001 - 2021,нет,0,нет,-,895,нет,нет,-,нет,-,-,-,-,-
1211,Adaptive Behavior,adaptive behavior,sage publications,-,-,-,есть,-,нет,-,сша,-,-,1059-7123,-,-,-,http://www.sagepub.com/journalsproddesc.nav?prodid=journal201570&amp;,да,90,выходит,да,43,1995 - 2021,нет,0,нет,-,1498,нет,нет,-,нет,-,-,-,-,-
1212,Adaptive Human Behavior and Physiology,adaptive human behavior and physiology,springer international publishing,2015,-,-,нет,-,нет,adaptive hum. behav. physiol.,швейцария,-,-,-,-,-,-,https://link.springer.com/journal/40750,да,25,выходит,да,20,2015 - 2021,нет,0,нет,-,222,нет,нет,-,нет,-,-,-,-,-
1213,Adaptive Medicine,-,-,2009,-,-,-,-,-,-,taiwan,taoyuan,-,2076-944x,-,-,-,"no. 250, wenhua 1st rd., guishan district, taoyuan city 33301, taiwan",-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,нет,нет,-,-
1214,ADCAIJ-ADVANCES IN DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE JOURNAL,-,-,-,-,-,-,-,-,-,spain,-,-,2255-2863,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,да,нет,да,да,-,-
1215,ADCOMUNICA-REVISTA CIENTIFICA DE ESTRATEGIAS TENDENCIAS E INNOVACION EN COMMUNICACION,-,-,-,-,-,-,-,-,-,spain,-,-,2174-0992,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,да,нет,да,да,-,-
1216,ADDICTA-THE TURKISH JOURNAL ON ADDICTIONS,-,-,-,-,-,-,-,-,-,turkey,-,-,2148-7286,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,нет,нет,да,да,-,-
1217,Addiction,addiction,"john wiley &amp; sons, incorporated",-,-,-,есть,-,нет,add,сша,-,-,0965-2140,-,-,-,-,да,932,выходит,да,223,1993 - 2021,нет,0,нет,-,43631,нет,нет,-,нет,-,-,-,-,-
1218,Addiction Biology,addiction biology,taylor &amp; francis,-,-,-,есть,-,нет,-,великобритания,-,-,1355-6215,-,-,-,-,да,263,выходит,да,104,1996 - 2021,нет,1,нет,-,11118,нет,нет,-,нет,-,-,-,-,-
1219,Addiction research,addiction research,brunner - routledge (us),-,-,-,нет,-,нет,-,великобритания,-,-,1058-6989,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,309,нет,нет,-,нет,-,-,-,-,-
1220,Addiction Research and Theory,addiction research and theory,brunner - routledge (us),-,-,-,есть,-,нет,-,великобритания,-,-,1606-6359,-,-,-,-,да,58,выходит,да,43,1993 - 2021,нет,0,нет,-,1585,нет,нет,-,нет,-,-,-,-,-
1221,Addiction Science &amp; Clinical Practice,addiction science &amp; clinical practice,biomed central,-,-,-,есть,-,нет,-,великобритания,-,-,1940-0632,-,-,-,-,да,35,выходит,да,12,2013 - 2021,нет,0,нет,-,797,нет,нет,-,да,-,-,-,-,-
1222,Addictive Behaviors,addictive behaviors,"elsevier science publishing company, inc.",-,-,-,есть,-,нет,-,великобритания,-,-,0306-4603,-,-,-,http://www.sciencedirect.com/science/journal/03064603,да,1111,выходит,да,165,1976 - 2022,нет,0,нет,-,16832,нет,нет,-,нет,-,-,-,-,-
1223,Addictive Behaviors Reports,addictive behaviors reports,elsevier ltd,-,-,-,нет,-,нет,addict. behav. rep.,великобритания,-,-,-,-,-,-,-,нет,30,выходит,да,11,2015 - 2021,нет,0,нет,-,333,нет,нет,-,да,-,-,-,-,-
1224,Addictive diseases,addictive diseases,spectrum publications,-,-,-,нет,-,нет,-,сша,-,-,0094-0267,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,15,нет,нет,-,нет,-,-,-,-,-
1225,Addictive Disorders and their Treatment,addictive disorders and their treatment,lippincott williams &amp; wilkins,-,-,-,нет,-,нет,-,сша,-,-,1531-5754,-,-,-,-,да,24,выходит,да,21,2002 - 2021,нет,0,нет,-,284,нет,нет,-,нет,-,-,-,-,-
1226,Additive Manufacturing,additive manufacturing,"elsevier science publishing company, inc.",-,-,-,есть,-,нет,addit. manuf.,нидерланды,-,-,-,-,-,-,-,да,684,выходит,да,49,2014 - 2021,нет,0,нет,-,11994,нет,нет,-,нет,-,-,-,-,-
1227,Additives Polymers,additives polymers,"elsevier science publishing company, inc.",-,-,-,нет,-,нет,-,великобритания,-,-,0306-3747,-,-,-,http://www.sciencedirect.com/science/journal/03063747,нет,0,не выходит,нет,0, - ,нет,0,нет,-,101,нет,нет,-,нет,-,-,-,-,-
1228,Adelaide Law Review,adelaide law review,-,-,-,-,нет,-,нет,-,австралия,-,-,-,-,-,-,http://www.adelaide.edu.au/press/journals/law-review/,да,1,выходит,да,1,2020 - 2020,нет,0,нет,-,39,нет,нет,-,нет,-,-,-,-,-
1229,ADEPTUS,-,-,-,-,-,-,-,-,-,poland,-,-,2300-0783,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,да,нет,да,да,-,-
1230,ADFL Bulletin,adfl bulletin,-,-,-,-,нет,-,нет,-,-,-,-,0148-7639,-,-,-,-,нет,2,выходит,нет,2,2001 - 2006,нет,0,нет,-,111,нет,нет,-,нет,-,-,-,-,-
1231,Adhaesion Kleben und Dichten,adhaesion kleben und dichten,friedr. vieweg and sohn verlagsgesellschaft mbh,-,-,-,нет,-,нет,-,германия,-,-,1619-1919,-,-,-,-,нет,10,выходит,да,10,2005 - 2017,нет,0,нет,-,22,нет,нет,-,нет,-,-,-,-,-
1232,ADHD Attention Deficit and Hyperactivity Disorders,adhd attention deficit and hyperactivity disorders,-,-,-,-,нет,-,нет,-,германия,-,-,1866-6116,-,-,-,-,нет,22,выходит,да,18,2010 - 2019,нет,0,нет,-,660,нет,нет,-,нет,-,-,-,-,-
1233,Adhesion Adhesives and Sealants,-,-,-,-,-,-,-,-,-,germany,-,-,2192-2624,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,да,нет,-,-
1234,Adhesive Technology,adhesive technology,dmg world media ltd,-,-,-,нет,-,нет,-,великобритания,-,-,1462-0146,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
1235,Adhesives &amp; Sealants Industry,adhesives &amp; sealants industry,business news publishing company,-,-,-,нет,-,нет,avs,сша,-,-,1070-9592,-,-,-,-,нет,0,выходит,нет,0, - ,нет,0,нет,-,37,нет,нет,-,нет,-,-,-,-,-
1236,Adhesives Age,adhesives age,chemical week associates,-,-,-,нет,-,нет,-,сша,-,-,0001-821x,-,-,-,-,нет,1,не выходит,нет,1, - ,нет,0,нет,-,1112,нет,нет,-,нет,-,-,-,-,-
1237,Ad-Hoc &amp; Sensor Wireless Networks,ad-hoc &amp; sensor wireless networks,"old city publishing, inc.",2005,-,4,есть,-,нет,-,сша,-,-,1551-9899,-,-,-,http://www.oldcitypublishing.com/ahswn/ahswn.html,да,35,выходит,да,25,2009 - 2020,нет,0,нет,-,259,нет,нет,-,нет,-,-,-,-,-
1238,Adicciones,adicciones,socidrogalcohol,-,-,-,есть,-,нет,-,испания,-,-,0214-4840,-,-,-,-,да,65,выходит,да,47,2001 - 2021,нет,0,нет,-,914,нет,нет,-,нет,-,-,-,-,-
1239,Adiktologie,adiktologie,-,-,-,-,нет,-,нет,-,чехия,-,-,1213-3841,-,-,-,-,нет,28,выходит,да,19,2010 - 2020,нет,0,нет,-,87,нет,нет,-,нет,-,-,-,-,-
1240,Adipocyte,adipocyte,-,-,-,-,есть,-,нет,-,сша,-,-,2162-3945,-,-,-,http://www.tandfonline.com/toc/kadi20/current,да,40,выходит,да,14,2013 - 2021,нет,0,нет,-,1291,нет,нет,-,да,-,-,-,-,-
1241,Adipocytes,adipocytes,new century health publishers,-,-,-,нет,-,нет,-,сша,-,-,1550-2082,-,-,-,-,нет,1,не выходит,нет,1,2006 - 2006,нет,0,нет,-,69,нет,нет,-,нет,-,-,-,-,-
1242,Adler Museum bulletin,adler museum bulletin,adler museum of medicine,-,-,-,нет,-,нет,-,южно-африканская республика,-,-,0379-6531,-,-,-,-,нет,0,выходит,нет,0, - ,нет,0,нет,-,5,нет,нет,-,нет,-,-,-,-,-
1243,Adli Tip Dergisi,adli tip dergisi,council of forensic medicine of turkey,-,-,-,нет,-,нет,-,турция,-,-,1018-5275,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,1,нет,нет,-,нет,-,-,-,-,-
1244,ADMET and DMPK,admet and dmpk,international association of physical chemists,-,-,-,нет,-,нет,admet dmpk,хорватия,-,-,-,-,-,-,-,да,40,выходит,да,23,2014 - 2021,нет,0,нет,-,371,нет,нет,-,нет,-,-,-,-,-
1245,AD-minister,ad-minister,-,-,-,-,нет,-,нет,-,колумбия,-,-,1692-0279,-,-,-,http://publicaciones.eafit.edu.co/index.php/administer/index,да,0,выходит,нет,0, - ,нет,0,нет,-,48,нет,нет,-,да,-,-,-,-,-
1246,ADMINISTRACAO PUBLICA E GESTAO SOCIAL,-,-,-,-,-,-,-,-,-,brazil,-,-,2175-5787,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,да,нет,да,да,-,-
1247,ADMINISTRACAO-ENSINO E PESQUISA,-,-,-,-,-,-,-,-,-,brazil,-,-,2177-6083,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,да,нет,да,да,-,-
1248,Administrarea Publică,-,-,1993,-,-,-,-,-,-,moldova,chișinău,-,1813-8489,-,-,-,"md 2070, chisinău, str. ialoveni, 100",-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,нет,нет,-,-
1249,Administratie si Management Public,administratie si management public,-,-,-,-,нет,-,нет,-,румыния,-,-,1583-9583,-,-,-,-,нет,52,выходит,да,12,2016 - 2021,нет,0,нет,-,605,нет,нет,-,нет,-,-,-,-,-
1250,Administration,administration,sciendo,-,-,-,нет,-,нет,administration,польша,-,-,0001-8325,-,-,-,-,да,1,выходит,да,1,2018 - 2018,нет,0,нет,-,292,нет,нет,-,нет,-,-,-,-,-
1251,Administration &amp; Society,administration &amp; society,sage publications,-,-,-,есть,-,нет,adt,сша,-,-,0095-3997,-,-,-,http://www.sagepub.com/journalsproddesc.nav?prodid=journal200755&amp;,да,1051,выходит,да,197,1969 - 2021,нет,328,нет,-,1667,нет,нет,-,нет,-,-,-,-,-
1252,Administration and Policy in Mental Health,administration and policy in mental health,"springer science+business media b.v., formerly kluwer academic publishers b.v.",-,-,-,есть,-,нет,apih,сша,-,-,0894-587x,-,-,-,-,да,369,выходит,да,65,1991 - 2021,нет,338,нет,-,1278,нет,нет,-,нет,-,-,-,-,-
1253,Administration in Mental Health,administration in mental health,kluwer academic/plenum publishers,-,-,-,нет,-,нет,-,сша,-,-,0090-1180,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,36,нет,нет,-,нет,-,-,-,-,-
1254,Administration in Social Work,administration in social work,haworth press inc.,-,-,-,нет,-,нет,asw,сша,-,-,0364-3107,-,-,-,-,нет,271,выходит,нет,37,1990 - 2003,нет,0,нет,-,591,нет,нет,-,нет,-,-,-,-,-
1255,Administratīvā un kriminālā justīcija Latvijas Policijas Akadēmijas,administratīvā un kriminālā justīcija latvijas policijas akadēmijas,-,-,-,-,нет,-,нет,-,латвия,-,-,1407-2971,-,-,-,-,нет,5,выходит,нет,5,2004 - 2015,нет,0,нет,-,16,нет,нет,-,нет,-,-,-,-,-
1256,Administrative Change,administrative change,center for administrative change,-,-,-,нет,-,нет,-,индия,-,-,-,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
1257,Administrative Consulting,-,-,2014,-,-,-,-,-,-,россия,санкт-петербург,-,-,-,-,-,"199004, санкт-петербург г., линия 8-я в.о., д. 61",-,-,-,нет,-,-,да,-,-,нет,-,-,нет,нет,нет,нет,нет,нет,-,-
1258,Administrative Law Review,administrative law review,american bar association. section of administrative law and regulatory practice,-,-,-,есть,-,нет,ialr,сша,-,-,0001-8368,-,-,-,-,да,23,выходит,да,6,2003 - 2018,нет,0,нет,-,229,нет,нет,-,нет,-,-,-,-,-
1259,Administrative radiology : AR,administrative radiology : ar,glendale pub. corp.,-,-,-,нет,-,нет,-,сша,-,-,0738-6974,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
1260,Administrative radiology journal : AR,administrative radiology journal : ar,glendale pub. corp.,-,-,-,нет,-,нет,-,сша,-,-,-,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,1,нет,нет,-,нет,-,-,-,-,-
1261,Administrative Science Quarterly,administrative science quarterly,administrative science quarterly,-,-,-,есть,-,нет,asq,сша,-,-,0001-8392,-,-,-,-,да,1107,выходит,да,72,1988 - 2021,нет,718,нет,-,40304,нет,нет,-,нет,-,-,-,-,-
1262,Administrative Sciences,-,-,-,-,-,-,-,-,-,switzerland,basel,-,2076-3387,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,да,нет,да,да,-,-
1263,Administrative Theory and Praxis,-,-,1978,-,-,-,-,-,-,uk,-,-,1084-1806,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,да,нет,-,-
1264,The Admitting management journal,the admitting management journal,national association of hospital admitting managers,-,-,-,нет,-,нет,-,сша,-,-,-,-,-,-,-,нет,1,не выходит,нет,1,1990 - 1990,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
1265,Adolescence,adolescence,libra publishers inc.,-,-,-,нет,-,нет,ado,сша,-,-,0001-8449,-,-,-,-,нет,2713,не выходит,нет,70,1988 - 2009,нет,2004,нет,-,4928,нет,нет,-,нет,-,-,-,-,-
1266,Adolescence education newsletter,adolescence education newsletter,regional clearing house on population education and communication of unesco principal regional office for asia and the pacific,-,-,-,нет,-,нет,-,таиланд,-,-,1564-2984,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,1,нет,нет,-,нет,-,-,-,-,-
1267,Adolescencia e Saude,adolescencia e saude,editorarte projetos de comunicacao e editora,-,-,-,нет,-,нет,-,бразилия,-,-,1679-9941,-,-,-,-,нет,11,выходит,да,10,2013 - 2020,нет,0,нет,-,3,нет,нет,-,нет,-,-,-,-,-
1268,Adolescent and Pediatric Gynecology,adolescent and pediatric gynecology,"elsevier science publishing company, inc.",-,-,-,нет,-,нет,-,нидерланды,-,-,0932-8610,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,61,нет,нет,-,нет,-,-,-,-,-
1269,"Adolescent Health, Medicine and Therapeutics","adolescent health, medicine and therapeutics",-,-,-,-,нет,-,нет,ahmt,новая зеландия,-,-,-,-,-,-,https://www.dovepress.com/adolescent-health-medicine-and-therapeutics-,да,0,выходит,нет,0, - ,нет,0,нет,-,94,нет,нет,-,да,-,-,-,-,-
1270,Adolescent Medicine,adolescent medicine,"w. b. saunders co., ltd.",-,-,-,нет,-,нет,-,сша,-,-,1041-3499,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,100,нет,нет,-,нет,-,-,-,-,-
1271,Adolescent Medicine Clinics,adolescent medicine clinics,"elsevier science publishing company, inc.",-,-,-,нет,-,нет,-,сша,-,-,1547-3368,-,-,-,-,нет,6,не выходит,нет,4,2004 - 2006,нет,0,нет,-,177,нет,нет,-,нет,-,-,-,-,-
1272,Adolescent Medicine: State of the Art Reviews,adolescent medicine: state of the art reviews,-,-,-,-,нет,-,нет,-,сша,-,-,1934-4287,-,-,-,-,нет,14,выходит,да,11,2008 - 2019,нет,0,нет,-,307,нет,нет,-,нет,-,-,-,-,-
1273,Adolescent Psychiatry,adolescent psychiatry,"analytic press, inc.",-,-,-,нет,-,нет,-,сша,-,-,0065-2008,-,-,-,-,да,1,не выходит,нет,1,2005 - 2005,нет,0,нет,-,199,нет,нет,-,нет,-,-,-,-,-
1274,Adolescent Research Review,-,-,2016,-,-,-,-,-,-,switzerland,-,-,2363-8346,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,да,да,-,-
1275,AdolesCiência,-,-,2012,-,-,-,-,-,-,portugal,bragança,-,2182-6277,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,нет,нет,-,-
1276,Adoption and Fostering,adoption and fostering,-,-,-,-,нет,-,нет,-,великобритания,-,-,0308-5759,-,-,-,https://uk.sagepub.com/en-gb/eur/journal/adoption-fostering,да,5,выходит,да,5,2002 - 2019,нет,0,нет,-,226,нет,нет,-,нет,-,-,-,-,-
1277,Adoption Quarterly,adoption quarterly,-,-,-,-,нет,-,нет,-,сша,-,-,1092-6755,-,-,-,-,да,16,выходит,да,11,2012 - 2021,нет,0,нет,-,313,нет,нет,-,нет,-,-,-,-,-
1278,Adsorption,adsorption,"springer science+business media b.v., formerly kluwer academic publishers b.v.",-,-,-,есть,-,нет,adso,нидерланды,-,-,0929-5607,-,-,-,-,да,748,выходит,да,135,1995 - 2021,нет,222,нет,-,14501,нет,нет,-,нет,-,-,-,-,-
1279,Adsorption Science and Technology,adsorption science and technology,multi-science publishing co ltd.,-,-,-,есть,-,нет,-,великобритания,-,-,0263-6174,-,-,-,-,да,572,выходит,да,201,1989 - 2021,нет,0,нет,-,7932,нет,нет,-,да,-,-,-,-,-
1280,Adult Basic Education,adult basic education,commission on adult basic education,-,-,-,нет,-,нет,abe,-,-,-,1052-231x,-,-,-,-,нет,0,выходит,нет,0, - ,нет,0,нет,-,58,нет,нет,-,нет,-,-,-,-,-
1281,Adult Education in Israel,adult education in israel,-,-,-,-,нет,-,нет,-,израиль,-,-,-,-,-,-,http://cms.education.gov.il/educationcms/units/adulteducation,нет,1,выходит,нет,1,2014 - 2014,нет,0,нет,-,11,нет,нет,-,нет,-,-,-,-,-
1282,Adult Education Quarterly,adult education quarterly,sage publications,-,-,-,есть,-,нет,adq,великобритания,-,-,0741-7136,-,-,-,http://www.sagepub.com/journalsproddesc.nav?prodid=journal200765&amp;,да,2257,выходит,да,234,1950 - 2012,нет,90,нет,-,1519,нет,нет,-,нет,-,-,-,-,-
